nombre,cue,distrito,sector,nivel,modalidad
ESCUELA DE ADULTOS Nº712,610432,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº30,614206,Ituzaingó,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº703/01,605622,Ituzaingó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,605622,Ituzaingó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""JOSÉ JACINTO BERRUTT""",605622,Ituzaingó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""RENE FAVALORO""",600226,Ituzaingó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/O1,605622,Ituzaingó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""VILLA LAS NACIONES""",600504,Ituzaingó,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""VILLA LAS NACIONES""",600504,Ituzaingó,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""VILLA LAS NACIONES""",600504,Ituzaingó,Estatal,Formación Integral,Modalidad Especial
"JARDÍN DE INFANTES Nº901 ""ACHALAY""",605602,Ituzaingó,Estatal,Nivel Inicial,Educación Común
"CENTRO DE ADULTOS Nº702 ""MARIANO MORENO""",601765,Monte,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ANTARTIDA ARGENTINA""",607472,Monte,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DON JOSÉ MUTIO""",607473,Monte,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DON JOSÉ MUTIO""",607473,Monte,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DON JOSÉ MUTIO""",607473,Monte,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº114,616365,Monte,Estatal,Educación Física (C.E.F.),Educación Física
"INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº66 ""DON JUAN MANUEL DE ROSAS""",601766,Monte,Estatal,Nivel Superior (**),Educación Común
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1,615122,Moreno,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº705/01,609621,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706,613639,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/02,606296,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708,606296,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,606296,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/03,603278,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/03,603278,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713,613639,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/01,609621,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº715/01,609621,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº717/04,613639,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº719/01,609621,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº720/03,603278,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº721/04,613639,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""AERONAUTICA ARGENTINA""",609621,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""RIO DE LA PLATA""",606296,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,603278,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº704,613639,Moreno,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE TEATRO DE MORON,600006,Morón,Estatal,Nivel Superior (**),Modalidad Artística
ESCUELA DE TEATRO DE MORON,600006,Morón,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº2,615178,Morón,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO DE MUSICA DE MORON ""ALBERTO GINASTERA""",605537,Morón,Estatal,Ciclo Medio,Modalidad Artística
"CONSERVATORIO DE MUSICA DE MORON ""ALBERTO GINASTERA""",605537,Morón,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO DE MUSICA DE MORON ""ALBERTO GINASTERA""",605537,Morón,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº706/03,613021,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/01,600464,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/03,613021,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº716/03,613021,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""COMODORO PEDRO ZANNI""",600464,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº703 ""FLORENTINO AMEGHINO""",613021,Morón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº701,604452,Navarro,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""LIBERTADOR GENERAL SAN MARTIN""",610965,Navarro,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""LIBERTADOR GENERAL SAN MARTIN""",610965,Navarro,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""LIBERTADOR GENERAL SAN MARTIN""",610965,Navarro,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""LIBERTADOR GENERAL SAN MARTIN""",610965,Navarro,Estatal,Nivel Inicial,Modalidad Especial
C.E.A.T. Nº1,615125,Navarro,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FISICA Nº65,616366,Navarro,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO DE FORMACIÓN DOCENTE Y TÉCNICA Nº242,624415,Navarro,Estatal,Nivel Superior (**),Educación Común
"ESCUELA DE ARTE Nº500 ""ORILLAS DEL QUEQUEN""",605871,Necochea,Estatal,Ciclo Medio,Modalidad Artística
"ESCUELA DE ARTE Nº500 ""ORILLAS DEL QUEQUEN""",605871,Necochea,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA DE ARTE Nº500 ""ORILLAS DEL QUEQUEN""",605871,Necochea,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº705/03,610527,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,605874,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/02,611210,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/02,611210,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,611210,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE EDUCACION DE ADULTOS Nº710,601833,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/03,610527,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""REPUBLICA DEL PERU""",605874,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""RENE FAVOLORO""",611210,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº703 ""FLORENCIO MOLINA CAMPOS""",610527,Necochea,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""FRAGATA SARMIENTO""",616647,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,606287,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,606551,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,616647,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,616647,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/01,616647,9 de Julio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""GABRIELA MISTRAL""",611281,9 de Julio,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GABRIELA MISTRAL""",611281,9 de Julio,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GABRIELA MISTRAL""",611281,9 de Julio,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GABRIELA MISTRAL""",611281,9 de Julio,Estatal,Nivel Primario,Modalidad Especial
C.E.A.T. Nº1,615129,9 de Julio,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº706,616865,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,615484,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""BRUNO MARTINEZ""",615186,Trenque Lauquen,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº702/01,612859,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE EDUCACIÓN DE ADULTOS Nº703,604760,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,612859,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""LUCIA J. B. PASTOR""",612859,Trenque Lauquen,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CONSERVATORIO DE MUSICA ""ERNESTO MOGAVERO""",609526,Olavarría,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO DE MUSICA ""ERNESTO MOGAVERO""",609526,Olavarría,Estatal,Ciclo Medio,Modalidad Artística
"CONSERVATORIO DE MUSICA ""ERNESTO MOGAVERO""",609526,Olavarría,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE ARTES VISUALES MIGUEL A. GALGANO,614567,Olavarría,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº704/02,603437,Olavarría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,621714,Olavarría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,621715,Olavarría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""AMERICA""",603437,Olavarría,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ARTE Nº1 ""ALCIDES BIAGETTI""",614921,Patagones,Estatal,Ciclo Medio,Modalidad Artística
"ESCUELA DE ARTE Nº1 ""ALCIDES BIAGETTI""",614921,Patagones,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""ROSARIO ECHEGUREN DE DELL´AGNOLO""",615132,Patagones,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº702/01,603157,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,603157,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,603157,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE EDUCACIÓN PRIMARIA DE ADULTOS N°705,605047,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/09,613144,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/09,613144,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709,613144,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/01,603157,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,603157,Patagones,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ARTE Nº1 CARLOS A. TORRALLARDONA,611115,Pehuajó,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE ARTE Nº1 CARLOS A. TORRALLARDONA,611115,Pehuajó,Estatal,Nivel Superior (**),Modalidad Artística
ESCUELA DE ARTE Nº1 CARLOS A. TORRALLARDONA,611115,Pehuajó,Estatal,Cursos y Talleres,Modalidad Artística
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""ARTE PARA NIÑOS""",615136,Pehuajó,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO DE MUSICA N 1 ""OSMAR MADERNA""",601395,Pehuajó,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO DE MUSICA N 1 ""OSMAR MADERNA""",601395,Pehuajó,Estatal,Ciclo Medio,Modalidad Artística
"CONSERVATORIO DE MUSICA N 1 ""OSMAR MADERNA""",601395,Pehuajó,Estatal,Ciclo de Iniciación,Modalidad Artística
"CENTRO DE ADULTOS Nº702 ""CELEDONIO CORONEL""",611120,Pehuajó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,607083,Pehuajó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/01,607083,Pehuajó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,607083,Pehuajó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ROSARIO VERA PEÑALOZA""",607083,Pehuajó,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""BERNARDINO RIVADAVIA""",607911,Pellegrini,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,607959,Pellegrini,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,607959,Pellegrini,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
ESCUELA ESPECIAL Nº501,607959,Pellegrini,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,607959,Pellegrini,Estatal,Nivel Primario,Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº71,607910,Pellegrini,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""MERCEDITAS DE SAN MARTÍN""",602159,Pellegrini,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""BEATRIZ I.FERNANDEZ DE BINCAZ""",602115,Pellegrini,Estatal,Nivel Inicial,Educación Común
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""ARTURO VAZQUEZ""",615140,Pergamino,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO DE MUSICA ""JUAN CARLOS PAZ""",607193,Pergamino,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO DE MUSICA ""JUAN CARLOS PAZ""",607193,Pergamino,Estatal,Ciclo de Iniciación,Modalidad Artística
"CONSERVATORIO DE MUSICA ""JUAN CARLOS PAZ""",607193,Pergamino,Estatal,Ciclo Medio,Modalidad Artística
"ESCUELA DE ARTES VISUALES ""EMILIO PETTORUTI""",614569,Pergamino,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº703/01,601475,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,601475,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/01,601475,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708,611796,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,611796,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/02,611796,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""JUAN MARTÍN DE PUEYRREDON""",601475,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,611796,Pergamino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº701,602757,Pila,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"JARDÍN DE INFANTES Nº901 ""MARIA LEONOR LOZA""",602755,Pila,Estatal,Nivel Inicial,Educación Común
JARDÍN DE INFANTES Nº902,602756,Pila,Estatal,Nivel Inicial,Educación Común
ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,608501,Pila,Estatal,Nivel Secundario,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº2 ""DOMINGO FAUSTINO SARMIENTO""",604927,Pila,Estatal,Nivel Primario,Educación Común
CENTRO DE ADULTOS Nº701,602999,Puán,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,606708,Puán,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""GRAL. MANUEL BELGRANO""",602995,Puán,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MANUEL BELGRANO""",602995,Puán,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MANUEL BELGRANO""",602995,Puán,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MANUEL BELGRANO""",602995,Puán,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GRAL. MANUEL BELGRANO""",602995,Puán,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DR. JOSÉ M. DARREGUEIRA""",601010,Puán,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DR. JOSÉ M. DARREGUEIRA""",601010,Puán,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DR. JOSÉ M. DARREGUEIRA""",601010,Puán,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DR. JOSÉ M. DARREGUEIRA""",601010,Puán,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DR. JOSÉ M. DARREGUEIRA""",601010,Puán,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº502 ""MANUEL BELGRANO""",602995,Puán,Estatal,Nivel Primario,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº502 ""MANUEL BELGRANO""",602995,Puán,Estatal,Formación Integral,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº502 ""MANUEL BELGRANO""",602995,Puán,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº103,616378,Puán,Estatal,Educación Física (C.E.F.),Educación Física
CENTRO DE ADULTOS Nº709/25,602059,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/25,602059,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/07,613653,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº712/02,602079,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713/03,607786,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/07,613653,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº716/01,612025,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº718/03,607786,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº719/03,607786,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº724/07,613653,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº727/02,602079,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº728/25,602059,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""BERNARDO DE O'HIGGINS""",612025,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,602079,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,607786,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº707 ""EVARISTO IGLESIAS""",613653,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº725,602059,Quilmes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,601377,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,610868,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/01,610868,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706,612022,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/01,610868,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,610868,Ramallo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DIONISIO G. DE KEREVENANT""",606542,Ramallo,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DIONISIO G. DE KEREVENANT""",606542,Ramallo,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DIONISIO G. DE KEREVENANT""",606542,Ramallo,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DIONISIO G. DE KEREVENANT""",606542,Ramallo,Estatal,Formación Profesional,Modalidad Especial
ESCUELA ESPECIAL Nº502,622522,Ramallo,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
ESCUELA ESPECIAL Nº502,622522,Ramallo,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,622522,Ramallo,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,622522,Ramallo,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""JUANITO LAGUNA""",615155,Rauch,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº702,608465,Rauch,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº701,608466,Rauch,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ PEDRO ARAMBURU""",602595,Rauch,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ PEDRO ARAMBURU""",602595,Rauch,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ PEDRO ARAMBURU""",602595,Rauch,Estatal,Formación Integral,Modalidad Especial
"CENTRO DE ED. FÍSICA Nº111 ""PROF. MARIA CAROLINA LASALA""",616381,Rauch,Estatal,Educación Física (C.E.F.),Educación Física
CENTRO DE ADULTOS Nº702,606654,Rivadavia,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""JOAQUÍN VICTOR GONZALEZ""",606653,Rivadavia,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""GERMAN ALVAREZ""",606652,Rivadavia,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GERMAN ALVAREZ""",606652,Rivadavia,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""GERMAN ALVAREZ""",606652,Rivadavia,Estatal,Nivel Inicial,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº501 ""GERMAN ALVAREZ""",606652,Rivadavia,Estatal,Formación Integral,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº501 ""GERMAN ALVAREZ""",606652,Rivadavia,Estatal,Nivel Primario,Modalidad Especial
C.E.A.T. Nº1,615157,Rivadavia,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº45 GUILLERMO MANCHITA VITORES,616382,Rivadavia,Estatal,Educación Física (C.E.F.),Educación Física
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1,615158,Rojas,Estatal,Cursos y Talleres,Modalidad Artística
"CENTRO DE ADULTOS Nº701 ""JOAQUIN V. GONZALEZ""",605261,Rojas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE EDUCACIÓN DE ADULTOS Nº702,602758,Rojas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""JUAN PEDRO CABODI""",606537,Rojas,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JUAN PEDRO CABODI""",606537,Rojas,Estatal,Formación Integral,Modalidad Especial
